id,web_name,team_name,position,price,selected_by_percent,total_points,event_points,form,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,first_name,in_dreamteam,news,news_added,now_cost,photo,removed,second_name,special,squad_number,status,team,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,region,team_join_date,birth_date,has_temporary_code,opta_code,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
38,Konsa,Aston Villa,DEF,4.4,8.5,27,1,3.2,3.0,785,0,0,3,9,0,0,0,0,1,0,0,143,166.0,27.1,27.0,22.0,0.04,0.10,0.14,11.37,True,True,100.0,100.0,199798,0,0,-1,1,0,2,3.2,2.7,Ezri,False,,2025-08-16T19:30:05.327199Z,44,199798.jpg,False,Konsa Ngoyo,False,,a,2,7,230805,3322,1480313,13855,0.7,6.1,241.0,2019-07-11,1997-10-23,False,p199798,48,27,4,52,9,87,41,265,83,249,73,187,59,,,,,,,0.0,0.0,0.01,0.01,1.3,1.03,503,114,110,40,151,54,43,14,1.03,0.34,5.96
39,Maatsen,Aston Villa,DEF,4.3,0.4,6,1,1.0,0.9,169,0,0,0,4,0,0,0,1,0,0,0,33,49.0,78.7,22.0,15.1,0.15,0.21,0.36,3.54,True,True,,,441302,0,0,-2,2,0,2,1.0,0.5,Ian,False,,,43,441302.jpg,False,Maatsen,False,,a,2,7,19728,258,67293,818,0.2,1.4,152.0,2024-06-28,2002-03-10,False,p441302,14,12,4,18,1,282,109,129,29,268,81,248,86,,,,,,,0.08,0.0,0.11,0.19,1.89,2.13,590,148,262,91,429,143,249,93,0.53,0.0,9.59
40,Mings,Aston Villa,DEF,4.4,0.9,24,1,0.2,3.4,497,0,0,2,6,0,0,0,0,0,0,1,87,120.2,44.6,25.0,19.0,0.33,0.09,0.42,8.78,True,True,25.0,100.0,149484,0,0,-1,1,0,2,0.1,-0.3,Tyrone,False,Hamstring injury - 25% chance of playing,2025-11-02T00:00:09.519584Z,44,149484.jpg,False,Mings,False,,d,2,7,122176,68,146491,4616,0.0,5.5,241.0,2019-07-08,1993-03-13,False,p149484,39,16,2,41,6,158,67,214,58,256,77,215,71,,,,,,,0.06,0.0,0.02,0.08,1.59,1.09,497,109,363,124,120,45,187,70,1.09,0.36,7.42
41,Pau,Aston Villa,DEF,4.3,0.3,19,1,3.8,2.7,507,0,0,1,6,0,0,0,0,0,0,2,93,120.4,11.1,13.0,14.6,0.10,0.17,0.27,6.22,True,True,,,244954,0,0,-2,2,0,2,3.8,3.3,Pau,False,,,43,244954.jpg,False,Torres,False,,a,2,7,17358,876,36520,626,0.9,4.4,200.0,2023-07-12,1997-01-16,False,p244954,35,27,7,42,5,157,66,335,116,297,96,254,88,,,,,,,0.02,0.0,0.03,0.05,1.1,1.07,588,147,87,31,184,69,287,104,0.89,0.18,7.46
42,A.García,Aston Villa,DEF,3.9,0.3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,0.0,0.0,606798,0,0,-1,1,0,2,0.0,0.0,Andrés,False,Knock - Unknown return date,2025-10-23T13:30:07.986013Z,39,606798.jpg,False,García,False,,i,2,7,21885,80,26094,856,0.0,0.0,200.0,2025-01-21,2003-02-07,False,p606798,0,0,0,0,0,476,184,459,182,426,171,476,183,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,743,242,425,166,484,184,328,116,0.0,0.0,0.0
43,Alex Moreno,Aston Villa,DEF,4.0,2.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,106468,0,0,0,0,0,2,0.0,0.0,Álex,False,Has joined Girona permanently.,2025-08-26T13:45:03.013808Z,40,106468.jpg,False,Moreno Lopera,False,,u,2,7,44476,0,795838,4700,0.0,0.0,200.0,2023-01-11,1993-06-08,False,p106468,0,0,0,0,0,486,187,471,185,438,174,486,186,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,623,161,435,169,494,187,115,43,0.0,0.0,0.0
44,Bogarde,Aston Villa,DEF,4.0,0.7,15,0,0.5,2.5,282,0,0,1,2,0,0,0,1,0,0,3,47,20.2,32.1,6.0,5.7,0.00,0.08,0.08,3.28,True,True,,,515597,0,0,0,0,0,2,0.5,0.0,Lamare,False,,,40,515597.jpg,False,Bogarde,False,,a,2,7,75933,511,44447,2001,0.1,3.8,152.0,2021-01-07,2004-01-05,False,p515597,4,9,4,8,3,359,130,247,75,333,113,349,116,,,,,,,0.0,0.0,0.03,0.03,1.05,0.64,671,186,306,103,210,80,206,80,0.96,0.32,2.55
45,Sousa,Aston Villa,DEF,3.9,0.3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,514315,-1,1,-1,1,0,2,0.0,-0.5,Lino,False,,,39,514315.jpg,False,da Cruz Sousa,False,,a,2,7,13616,229,22599,488,0.0,0.0,,,,False,p514315,0,0,0,0,0,459,168,442,166,409,155,459,167,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,724,224,407,149,467,168,307,109,0.0,0.0,0.0
46,Yasin,Aston Villa,DEF,4.0,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,587178,0,0,0,0,0,2,0.0,0.0,Yasin,False,has joined Anderlecht on loan for the rest of the season.,2025-09-22T21:15:59.805053Z,40,587178.jpg,False,Özcan,False,,u,2,7,4656,0,17393,226,0.0,0.0,219.0,2025-06-01,2006-04-20,False,p587178,0,0,0,0,0,539,212,525,211,493,201,540,212,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,687,197,490,196,547,212,407,150,0.0,0.0,0.0
47,Rogers,Aston Villa,MID,6.8,4.8,33,1,4.0,3.3,891,1,2,3,10,0,0,0,1,0,0,0,114,143.4,152.6,140.0,43.7,0.63,0.94,1.57,12.90,True,True,100.0,100.0,244850,0,0,-2,2,0,3,4.0,3.5,Morgan,False,,2025-08-10T22:00:04.458365Z,68,244850.jpg,False,Rogers,False,,a,2,7,530970,12687,1079326,13523,0.6,4.9,241.0,2024-02-01,2002-07-26,False,p244850,12,36,11,59,10,115,40,52,40,49,28,51,36,,,,,,,0.06,0.0,0.09,0.15,1.3,1.01,44,28,83,38,137,61,76,22,1.01,0.3,5.96
48,Tielemans,Aston Villa,MID,5.9,0.6,8,0,0.0,2.0,315,0,0,1,4,0,0,0,0,0,0,0,46,34.2,74.2,29.0,13.8,0.13,0.37,0.50,6.48,True,True,50.0,0.0,166989,0,0,-1,1,0,3,0.0,0.0,Youri,False,Calf injury - 50% chance of playing,2025-09-14T22:00:07.795199Z,59,166989.jpg,False,Tielemans,False,,d,2,7,46719,16,239681,1099,0.0,1.4,21.0,2023-06-14,1997-05-07,False,p166989,4,12,5,21,4,319,144,138,94,246,137,266,130,3.0,,,,4.0,,0.04,0.0,0.11,0.15,1.85,1.14,95,63,726,321,275,123,224,74,1.14,0.29,6.0
49,Bailey,Aston Villa,MID,5.5,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,215711,0,0,0,0,0,3,0.0,0.0,Leon,False,Has joined AS Roma on loan for the rest of the season.,2025-08-20T13:31:56.843157Z,55,215711.jpg,False,Bailey,False,,u,2,7,2168,0,47341,77,0.0,0.0,107.0,2021-08-04,1997-08-09,False,p215711,0,0,0,0,0,732,323,731,323,729,322,732,323,8.0,,4.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,142,90,719,316,732,323,492,172,0.0,0.0,0.0
50,Buendía,Aston Villa,MID,5.3,0.2,28,0,2.8,3.5,365,2,2,1,3,0,0,0,2,0,0,4,88,130.4,90.5,93.0,31.5,0.78,0.64,1.42,4.30,True,True,75.0,0.0,195546,0,0,-2,2,1,3,2.1,0.0,Emiliano,False,Foot injury - 75% chance of playing,2025-10-31T00:00:08.522687Z,53,195546.jpg,False,Buendía Stati,False,,d,2,7,37418,115,35157,2762,0.5,5.3,10.0,2021-06-10,1996-12-25,False,p195546,8,20,12,40,3,138,51,114,82,89,54,116,63,,,,,,,0.19,0.0,0.16,0.35,1.06,0.74,197,124,139,63,116,49,355,121,0.74,0.25,9.86
51,Iling Jr,Aston Villa,MID,5.5,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,469247,0,0,0,0,0,3,0.0,0.0,Samuel,False,has joined West Bromwich Albion on loan for the rest of the season,2025-09-22T21:15:59.838578Z,55,469247.jpg,False,Iling-Junior,False,,u,2,7,1383,0,3528,25,0.0,0.0,241.0,2024-07-01,2003-10-04,False,p469247,0,0,0,0,0,733,324,732,324,730,323,733,324,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,150,95,721,318,733,324,652,270,0.0,0.0,0.0
53,Malen,Aston Villa,MID,5.1,0.7,26,1,4.8,2.6,323,2,0,0,6,0,0,0,0,0,0,3,71,82.4,46.9,96.0,21.7,0.90,0.13,1.03,4.63,True,True,,,204646,0,0,-4,4,1,3,4.8,4.3,Donyell,False,,,51,204646.jpg,False,Malen,False,,a,2,7,75636,2261,199126,3271,0.9,5.1,152.0,2025-01-14,1999-01-19,False,p204646,1,6,3,10,3,221,93,205,132,85,50,193,101,,,,,,,0.25,0.0,0.04,0.29,1.29,1.67,234,145,46,24,204,88,197,65,0.84,0.0,2.79
54,McGinn,Aston Villa,MID,5.4,0.6,27,1,2.2,2.7,767,1,0,4,8,0,0,0,1,0,0,0,128,111.8,169.6,49.0,33.2,0.91,1.10,2.01,10.59,True,True,,,122806,0,0,-1,1,0,3,2.2,1.7,John,False,,,54,122806.jpg,False,McGinn,False,,a,2,7,66199,1522,78466,2350,0.4,5.0,243.0,2018-08-08,1994-10-18,False,p122806,13,33,12,58,10,169,69,44,34,177,104,102,57,6.0,,6.0,,,,0.11,0.0,0.13,0.24,1.24,0.94,160,99,170,77,191,80,210,68,1.17,0.47,6.81
55,Barkley,Aston Villa,MID,4.8,0.0,4,1,1.0,1.0,61,0,0,0,0,0,0,0,0,0,0,0,12,12.0,15.4,20.0,4.7,0.26,0.02,0.28,0.92,True,True,100.0,100.0,88894,0,0,-2,2,0,3,1.0,0.5,Ross,False,,2025-08-10T22:00:04.469618Z,48,88894.jpg,False,Barkley,False,,a,2,7,1572,146,7748,68,0.2,0.8,241.0,2024-07-01,1993-12-05,False,p88894,2,4,1,7,0,379,175,314,172,277,150,361,173,,,,,,,0.38,0.0,0.03,0.41,1.36,0.0,354,223,267,126,390,182,593,231,0.0,0.0,10.33
56,Barrenechea,Aston Villa,MID,5.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,491287,0,0,0,0,0,3,0.0,0.0,Enzo,False,Season-long loan to Benfica,2025-07-22T13:50:13.193555Z,50,491287.jpg,False,Barrenechea,False,,u,2,7,0,0,32,0,0.0,0.0,,,,False,p491287,0,0,0,0,0,712,310,710,310,700,306,712,310,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,275,170,687,294,713,310,747,332,0.0,0.0,0.0
57,Dobbin,Aston Villa,MID,5.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,461421,0,0,0,0,0,3,0.0,0.0,Lewis,False,Has joined Preston North End on loan for the rest of the season.,2025-08-26T13:44:19.058961Z,50,461421.jpg,False,Dobbin,False,,u,2,7,889,0,5145,17,0.0,0.0,241.0,2024-06-23,2003-01-03,False,p461421,0,0,0,0,0,707,306,704,306,694,302,707,306,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,268,165,682,290,708,306,632,259,0.0,0.0,0.0
58,Kamara,Aston Villa,MID,4.9,0.2,21,2,2.8,2.6,564,0,2,2,6,0,0,0,2,0,0,1,118,131.0,97.4,24.0,25.2,0.07,0.38,0.44,7.05,True,True,100.0,100.0,226944,0,0,-1,1,0,3,2.8,2.3,Boubacar,False,,2025-08-23T22:30:05.846310Z,49,226944.jpg,False,Kamara,False,,a,2,7,16910,668,23705,524,0.6,4.3,73.0,2022-06-11,1999-11-23,False,p226944,19,29,14,62,7,137,50,100,73,262,143,156,82,,,,,,,0.01,0.0,0.06,0.07,1.12,0.96,313,197,137,62,202,86,385,130,1.12,0.32,9.89
59,Onana,Aston Villa,MID,4.8,0.6,15,1,2.2,2.5,415,0,0,2,4,0,0,0,2,0,0,0,78,101.0,33.0,16.0,14.9,0.23,0.11,0.34,5.49,True,True,100.0,100.0,449871,0,0,-2,2,0,3,2.2,1.7,Amadou,False,,2025-08-29T18:30:08.037987Z,48,449871.jpg,False,Onana,False,,a,2,7,71706,2016,194169,964,0.5,3.1,21.0,2024-07-22,2001-08-16,False,p449871,26,17,12,55,5,184,78,245,148,286,155,251,124,,,,,,,0.05,0.0,0.02,0.07,1.19,0.87,367,232,166,75,212,93,215,70,1.08,0.43,11.93
60,Broggio,Aston Villa,MID,4.5,0.3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,577731,0,0,0,0,0,3,0.0,-0.5,Ben,False,,,45,577731.jpg,False,Broggio,False,,a,2,7,28231,482,32082,729,0.0,0.0,241.0,2024-09-23,2007-01-29,False,p577731,0,0,0,0,0,659,272,653,273,634,266,660,273,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,469,282,621,250,666,276,295,103,0.0,0.0,0.0
61,Dendoncker,Aston Villa,MID,4.5,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,151589,0,0,0,0,0,3,0.0,0.0,Leander,False,Has joined Real Oviedo permanently.,2025-08-20T13:31:56.822248Z,45,151589.jpg,False,Dendoncker,False,,u,2,7,2169,0,30788,150,0.0,0.0,21.0,2022-09-01,1995-04-15,False,p151589,0,0,0,0,0,611,236,603,237,581,229,612,237,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,398,243,575,215,621,242,475,161,0.0,0.0,0.0
62,Jimoh-Aloba,Aston Villa,MID,4.5,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,559962,0,0,0,0,0,3,0.0,-0.5,Jamaldeen,False,,,45,559962.jpg,False,Jimoh-Aloba,False,,a,2,7,5161,119,5771,141,0.0,0.0,241.0,2024-09-23,2006-10-02,False,p559962,0,0,0,0,0,648,266,642,267,623,260,649,267,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,457,275,611,245,656,271,533,191,0.0,0.0,0.0
63,Young,Aston Villa,MID,4.4,0.6,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,537403,0,0,-1,1,0,3,0.0,-0.5,Kadan,False,,,44,537403.jpg,False,Young,False,,a,2,7,54420,671,68699,1554,0.0,0.0,,,,False,p537403,0,0,0,0,0,591,222,583,223,560,215,592,223,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,550,314,555,201,601,228,218,72,0.0,0.0,0.0
64,Watkins,Aston Villa,FWD,8.5,6.5,25,2,1.8,2.5,786,1,0,4,8,0,0,0,0,0,0,2,78,66.0,92.4,173.0,33.0,1.89,0.31,2.20,11.32,True,True,100.0,100.0,178301,0,0,-5,5,0,4,1.8,1.3,Ollie,False,,2025-10-13T11:00:08.391124Z,85,178301.jpg,False,Watkins,False,,a,2,7,524173,4795,2734295,14871,0.2,2.9,241.0,2020-09-09,1995-12-30,False,p178301,5,16,5,26,9,244,19,109,8,30,14,104,15,,,,,3.0,,0.22,0.0,0.04,0.26,1.3,0.92,10,5,206,22,217,22,56,12,1.03,0.46,2.98
65,Redmond,Aston Villa,FWD,4.5,0.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,576756,0,0,0,0,0,4,0.0,0.0,Zépiqueno,False,has joined Huddersfield Town on loan for the rest of the season.,2025-09-02T13:26:36.441136Z,45,576756.jpg,False,Redmond,False,,u,2,7,17574,0,77001,561,0.0,0.0,,,,False,p576756,0,0,0,0,0,657,67,651,66,632,66,658,67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,466,63,619,63,664,69,281,44,0.0,0.0,0.0
389,Elliott,Aston Villa,MID,5.4,0.3,4,0,0.0,1.0,97,0,0,0,2,0,0,0,0,0,0,0,13,8.6,17.8,18.0,4.4,0.19,0.06,0.25,1.74,True,True,100.0,0.0,444884,0,0,-1,1,0,3,0.0,0.0,Harvey,False,,2025-10-25T23:00:08.101116Z,54,444884.jpg,False,Elliott,False,,a,2,7,89071,200,85648,1450,0.0,0.7,241.0,2025-09-01,2003-04-04,False,p444884,2,3,0,5,1,392,183,305,170,281,152,364,176,,,,,,,0.18,0.0,0.06,0.24,1.61,1.86,176,109,712,310,414,198,329,115,0.93,0.0,4.64
456,Sancho,Aston Villa,MID,5.8,0.2,3,1,0.5,1.0,68,0,0,0,0,0,0,0,0,0,0,0,7,11.4,18.5,66.0,9.6,0.32,0.10,0.42,0.51,True,True,100.0,100.0,209243,0,0,-2,2,0,3,0.5,0.0,Jadon,False,,2025-10-01T21:00:06.405442Z,58,209243.jpg,False,Sancho,False,,a,2,7,27169,420,31199,480,0.1,0.5,241.0,2025-09-01,2000-03-25,False,p209243,2,3,0,5,0,381,177,303,169,138,83,306,151,,,,,,,0.42,0.0,0.13,0.55,0.68,0.0,110,74,326,161,422,203,379,129,0.0,0.0,6.62
677,Guessand,Aston Villa,MID,6.3,0.0,13,1,1.2,1.4,416,0,0,1,6,0,0,0,0,0,0,0,40,50.2,21.8,63.0,13.3,0.38,0.31,0.69,6.73,True,True,,,485337,0,0,-2,2,0,3,1.2,0.7,Evann,False,,,63,485337.jpg,False,Guessand,False,,a,2,7,3837,69,8381,120,0.2,2.1,54.0,2025-08-08,2001-07-01,False,p485337,6,23,15,44,5,279,123,289,165,147,90,271,133,,,,,,,0.08,0.0,0.07,0.15,1.46,1.3,74,51,255,123,340,161,599,236,1.08,0.22,9.52
688,Wright,Aston Villa,GKP,4.0,0.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,481283,0,0,0,0,0,1,0.0,-0.5,James,False,,,40,481283.jpg,False,Wright,False,,a,2,7,24510,75,19760,382,0.0,0.0,241.0,2023-03-31,2004-12-02,False,p481283,0,0,0,0,0,516,64,502,51,469,38,517,64,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,661,66,466,57,525,64,237,33,0.0,0.0,0.0
701,Rowe,Aston Villa,DEF,4.0,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,569577,0,0,0,0,0,2,0.0,0.0,Triston,False,has joined Annecy on loan for the rest of the season.,2025-09-22T21:15:59.825051Z,40,569577.jpg,False,Rowe,False,,u,2,7,8943,0,8762,144,0.0,0.0,241.0,2024-09-23,2006-10-02,False,p569577,0,0,0,0,0,536,209,522,208,490,198,537,209,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,684,194,487,193,545,210,483,176,0.0,0.0,0.0
702,Burrowes,Aston Villa,MID,4.5,0.1,1,0,0.0,1.0,16,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,0.00,0.00,0.00,0.90,True,True,,,645618,0,0,0,0,0,3,0.0,-0.5,Bradley,False,,,45,645618.jpg,False,Burrowes,False,,a,2,7,7156,46,5437,136,0.0,0.2,241.0,2025-01-09,2008-03-04,False,p645618,0,1,0,1,0,673,284,408,203,648,278,674,285,,,,,,,0.0,0.0,0.0,0.0,5.06,5.62,486,295,634,262,385,178,516,183,0.0,0.0,5.62
703,Proctor,Aston Villa,GKP,4.0,0.2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,564505,0,0,0,0,0,1,0.0,-0.5,Sam,False,,,40,564505.jpg,False,Proctor,False,,a,2,7,18962,23,9730,220,0.0,0.0,241.0,2023-12-16,2006-12-21,False,p564505,0,0,0,0,0,533,72,519,59,487,46,534,72,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,681,74,484,65,542,72,334,49,0.0,0.0,0.0
710,Patterson,Aston Villa,DEF,3.9,0.2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,534836,0,0,-1,1,0,2,0.0,-0.5,Travis,False,,,39,534836.jpg,False,Patterson,False,,a,2,7,27458,1591,7994,840,0.0,0.0,241.0,2025-08-30,2005-10-06,False,p534836,0,0,0,0,0,463,172,446,170,413,159,463,171,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,729,229,412,154,471,172,333,118,0.0,0.0,0.0
719,Lindelöf,Aston Villa,DEF,4.5,0.0,3,0,0.2,1.0,21,0,0,0,0,0,0,0,0,0,0,0,9,3.0,0.4,0.0,0.4,0.00,0.00,0.00,0.64,True,True,100.0,100.0,184667,0,0,0,0,0,2,0.2,-0.3,Victor,False,,2025-09-18T04:00:08.433120Z,45,184667.jpg,False,Lindelöf,False,,a,2,7,3761,86,2250,131,0.0,0.7,206.0,2025-09-01,1994-07-17,False,p184667,1,0,0,1,0,416,148,404,147,584,226,425,148,,,,,,,0.0,0.0,0.0,0.0,2.74,0.0,403,76,365,126,378,136,607,212,0.0,0.0,4.29
183,Weiss,Burnley,GKP,4.4,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,518030,0,0,-1,1,0,1,0.0,-1.0,Max,False,,,44,518030.jpg,False,Weiß,False,,a,3,90,3629,56,11424,171,0.0,0.0,80.0,2025-06-25,2004-06-15,False,p518030,0,0,0,0,0,585,80,577,72,553,61,586,80,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,543,31,549,77,595,80,438,67,0.0,0.0,0.0
184,Green,Burnley,GKP,4.0,0.2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,489571,0,0,0,0,0,1,0.0,0.0,Etienne,False,has joined FC Fredericia permanently.,2025-09-02T12:51:25.510909Z,40,489571.jpg,False,Green,False,,u,3,90,4943,0,26150,281,0.0,0.0,241.0,2024-08-07,2000-07-19,False,p489571,0,0,0,0,0,518,66,504,53,471,40,519,66,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,663,68,468,59,527,66,339,51,0.0,0.0,0.0
185,Hladký,Burnley,GKP,4.0,0.2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,51943,0,0,0,0,0,1,0.0,-1.0,Václav,False,,,40,51943.jpg,False,Hladký,False,,a,3,90,5526,65,10916,179,0.0,0.0,57.0,2024-07-19,1990-11-14,False,p51943,0,0,0,0,0,479,39,462,24,429,11,479,39,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,614,39,428,32,487,39,393,61,0.0,0.0,0.0
186,Roberts,Burnley,DEF,4.4,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,0.0,0.0,192290,0,0,-1,1,0,2,0.0,0.0,Connor,False,Achilles injury - Unknown return date,2025-08-22T12:30:06.986449Z,44,192290.jpg,False,Roberts,False,,i,3,90,855,2,7867,50,0.0,0.0,244.0,2021-08-31,1995-09-23,False,p192290,0,0,0,0,0,567,227,557,227,530,220,568,227,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,501,112,526,216,576,228,611,213,0.0,0.0,0.0
187,Walker,Burnley,DEF,4.4,1.6,29,1,4.8,2.9,900,0,1,2,19,0,0,0,2,0,0,3,77,163.6,35.9,14.0,21.4,0.12,0.37,0.49,21.24,True,True,,,58621,0,0,-1,1,1,2,4.8,3.8,Kyle,False,,,44,58621.jpg,False,Walker,False,,a,3,90,95440,1983,145952,3305,1.1,6.6,241.0,2025-07-05,1990-05-28,False,p58621,56,53,19,75,10,89,42,234,68,293,93,194,62,,,,,,,0.01,0.0,0.04,0.05,2.12,1.9,490,103,44,16,170,64,143,56,1.0,0.2,7.5
188,Delcroix,Burnley,DEF,3.9,0.2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,247245,0,0,-1,1,0,2,0.0,-1.0,Hannes,False,,,39,247245.jpg,False,Delcroix,False,,a,3,90,10513,86,21272,355,0.0,0.0,92.0,2023-08-22,1999-02-28,False,p247245,0,0,0,0,0,445,159,428,157,395,146,445,158,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,708,213,393,140,453,159,335,119,0.0,0.0,0.0
189,Dodgson,Burnley,DEF,4.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,461567,0,0,0,0,0,2,0.0,0.0,Owen,False,Has joined Stockport County on loan for the rest of the season.,2025-08-11T01:08:30.737822Z,40,461567.jpg,False,Dodgson,False,,u,3,90,0,0,2123,10,0.0,0.0,241.0,2021-08-20,2003-03-19,False,p461567,0,0,0,0,0,509,197,495,196,462,185,510,197,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,650,175,459,180,518,198,674,229,0.0,0.0,0.0
